Price
569000.0
445000.0
345000.0
385000.0
309500.0
389500.0
579000.0
475000.0
450000.0
325000.0
300000.0
519000.0
1250000.0
315000.0
280000.0
725000.0
545000.0
450000.0
469000.0
585000.0
350000.0
525000.0
525000.0
425000.0
1300000.0
525000.0
875000.0
289500.0
400000.0
575000.0
300000.0
539500.0
1100000.0
315000.0
725000.0
285000.0
943000.0
485000.0
285000.0
698000.0
300000.0
625000.0
689000.0
323000.0
375000.0
965000.0
489000.0
550000.0
825000.0
540000.0
598000.0
1450000.0
675000.0
1450000.0
219000.0
185000.0
525000.0
350000.0
825000.0
595000.0
795000.0
400000.0
725000.0
445000.0
1214000.0
389000.0
647500.0
400000.0
695000.0
525000.0
1080000.0
465000.0
365000.0
350000.0
369500.0
375000.0
675000.0
229500.0
325000.0
849000.0
285000.0
479000.0
250000.0
500000.0
598000.0
400000.0
375000.0
442500.0
395000.0
200000.0
635000.0
482500.0
699000.0
410000.0
299000.0
185000.0
398000.0
315000.0
460000.0
475000.0
565000.0
295000.0
1050000.0
775000.0
650000.0
550000.0
469500.0
600000.0
425000.0
699000.0
400000.0
449000.0
289000.0
460000.0
629000.0
379500.0
280000.0
549000.0
275000.0
1050000.0
475000.0
619000.0
549500.0
389500.0
745000.0
495000.0
965000.0
600000.0
225000.0
300000.0
435000.0
675000.0
595000.0
298000.0
465000.0
399000.0
435000.0
510000.0
375000.0
310000.0
399500.0
375000.0
375000.0
345000.0
598000.0
669000.0
350000.0
550000.0
550000.0
500000.0
450000.0
589000.0
270000.0
450000.0
495000.0
375000.0
350000.0
700000.0
749000.0
445000.0
350000.0
325000.0
285000.0
489000.0
425000.0
739000.0
339000.0
599000.0
895000.0
350000.0
399000.0
285000.0
798500.0
275000.0
349000.0
875000.0
539500.0
245000.0
319000.0
200000.0
550000.0
619000.0
329000.0
1200000.0
450000.0
495000.0
995000.0
435000.0
575000.0
225000.0
235000.0
295000.0
459500.0
335000.0
175000.0
215000.0
498500.0
425000.0
300000.0
405000.0
395000.0
450000.0
425000.0
475000.0
300000.0
795000.0
289000.0
375000.0
375000.0
1553000.0
495000.0
1675000.0
325000.0
550000.0
599500.0
539000.0
585000.0
389000.0
635000.0
485000.0
310000.0
500000.0
669000.0
425000.0
2150000.0
869000.0
725000.0
389000.0
850000.0
395000.0
450000.0
1125000.0
297500.0
995000.0
425000.0
995000.0
319500.0
895000.0
249000.0
625000.0
595000.0
350000.0
1078000.0
319500.0
685000.0
745000.0
366000.0
1100000.0
385000.0
539000.0
475000.0
449000.0
1550000.0
575000.0
315000.0
350000.0
325000.0
425000.0
450000.0
650000.0
1295000.0
650000.0
1795000.0
1050000.0
615000.0
389000.0
285000.0
775000.0
600000.0
795000.0
410000.0
995000.0
975000.0
475000.0
810000.0
399000.0
550000.0
945000.0
169500.0
179000.0
395000.0
400000.0
400000.0
619000.0
295000.0
549000.0
499000.0
545000.0
375000.0
360000.0
469500.0
535000.0
455000.0
385000.0
825000.0
295000.0
625000.0
369000.0
265000.0
575000.0
425000.0
429000.0
650000.0
497500.0
550000.0
348000.0
575000.0
600000.0
275000.0
750000.0
375000.0
569500.0
695000.0
450000.0
325000.0
975000.0
1995000.0
525000.0
899000.0
319500.0
489000.0
447500.0
450000.0
450000.0
450000.0
390000.0
325000.0
325000.0
365000.0
315000.0
695000.0
435000.0
475000.0
645000.0
200000.0
190000.0
320000.0
355000.0
940000.0
389000.0
287500.0
675000.0
675000.0
845000.0
700000.0
269500.0
697500.0
449000.0
550000.0
495000.0
459000.0
270000.0
675000.0
350000.0
895000.0
379000.0
445000.0
815000.0
300000.0
425000.0
325000.0
375000.0
375000.0
565000.0
399500.0
575000.0
389500.0
695000.0
615000.0
319000.0
325000.0
895000.0
369000.0
698000.0
400000.0
585000.0
325000.0
425000.0
775000.0
475000.0
375000.0
359500.0
400000.0
300000.0
650000.0
1095000.0
235000.0
675000.0
495000.0
375000.0
395000.0
675000.0
499000.0
475000.0
499000.0
475000.0
450000.0
680000.0
1050000.0
265000.0
585000.0
550000.0
335000.0
347500.0
425000.0
385000.0
325000.0
1187500.0
675000.0
875000.0
850000.0
695000.0
365000.0
