Living space size (m2),Lot size (m2),Build year,City,Energy label,House type_Eengezinswoning,House type_Grachtenpand,House type_Herenhuis,House type_Landhuis,House type_Villa,House type_Woonboerderij,House type_Woonboot
-0.2429711101405072,1.0570449856470616,-0.008976188882025506,253,7,True,False,False,False,False,False,False
-0.5583861460144586,-0.6941066045766368,0.7626665312177092,920,0,True,False,False,False,False,False,False
-0.511073890633366,-0.5033386939098092,0.1967952031445704,649,6,True,False,False,False,False,False,False
-0.3533663726963902,-0.2489814796873726,-0.2919118529185949,271,6,True,False,False,False,False,False,False
-0.6845521603640392,-0.23919850990958658,0.32540232316119283,635,6,True,False,False,False,False,False,False
-0.7318644157451318,-0.5473620579098464,0.42828801917449083,1001,6,True,False,False,False,False,False,False
0.5455664795443713,0.5825709514244395,-0.060419036888674484,955,6,True,False,False,False,False,False,False
0.4351712169884884,-0.02397317479829404,0.7112236832110602,356,5,True,False,False,False,False,False,False
-0.4006786280774829,-0.7674788779100319,1.2256521632775499,113,0,True,False,False,False,False,False,False
-0.8580304300947125,-0.6451917556877066,0.4540094431778153,1068,6,True,False,False,False,False,False,False
-0.08526359220353148,2.8913518189819416,-1.5265402050781705,388,7,True,False,False,False,False,False,False
-0.19565885475941447,-0.19517514590954949,-1.6551473250947928,397,6,True,False,False,False,False,False,False
0.671732493893952,1.7907677189810136,-0.16330473290197245,11,8,False,False,False,False,True,False,False
-0.511073890633366,-0.9093319396879292,-1.8351972931180642,351,7,True,False,False,False,False,False,False
-0.87380118188841,0.5581135269799744,-0.8320617569884091,118,7,True,False,False,False,False,False,False
0.21438069187672235,-1.2593665983371132,0.2739594751545439,537,6,False,False,False,False,False,False,False
-0.21142960655311205,-0.05821356902054513,-0.08614046089199898,271,6,True,False,False,False,False,False,False
1.4602700835788305,0.7146410434245508,-0.8835046049950581,557,7,True,False,False,False,False,False,False
0.6086494867191616,-1.2611275328971148,-0.08614046089199898,814,7,True,False,False,False,False,False,False
-0.2902833655215999,0.20592661497967754,0.7369451072143847,398,5,True,False,False,False,False,False,False
-0.4637616352522732,-0.3663771170208049,0.5054522911844643,1035,6,True,False,False,False,False,False,False
0.8136692600372301,0.21570958475746357,-0.16330473290197245,311,0,True,False,False,False,False,False,False
-0.4953031388396683,-0.6843236347988507,1.3028164352875233,1018,0,True,False,False,False,False,False,False
-0.2745126137279023,-0.49844720902091627,-0.21474758090862142,895,6,True,False,False,False,False,False,False
1.0817720405300888,-1.2474069177837699,0.14535235513792144,924,6,False,False,False,False,False,True,False
0.15129768470193208,-0.02397317479829404,1.2256521632775499,1035,0,True,False,False,False,False,False,False
0.38785896160739564,-1.2609807883504478,0.7626665312177092,1058,6,False,False,False,False,True,False,False
-0.5899276496018537,-0.39083454146526997,0.1967952031445704,767,7,True,False,False,False,False,False,False
-0.7476351675388294,-0.6305173010210275,0.32540232316119283,733,5,True,False,False,False,False,False,False
-0.7318644157451318,0.49452422342436525,-0.7291760609751112,372,10,True,False,False,False,False,False,False
-0.43222013166487805,-0.4495323601319861,0.016745235121298982,45,5,True,False,False,False,False,False,False
0.48248347236958106,1.8152251434254787,0.6597808352044112,257,5,True,False,False,False,False,False,False
2.233036921470011,2.04512493320345,0.9684379232443051,889,0,False,False,False,False,True,False,False
-0.10103434399722906,-0.6745406650210647,0.06818808312794797,424,6,True,False,False,False,False,False,False
0.4667127205758835,1.609782778091972,0.7112236832110602,27,0,False,False,False,False,True,False,False
-0.8422596783010149,-0.5326876032431673,0.32540232316119283,840,6,True,False,False,False,False,False,False
1.1921673030859719,1.169549138091601,1.0456021952542784,27,0,False,False,False,False,True,False,False
-0.9368841890632003,-0.8946574850212502,-0.8835046049950581,500,6,True,False,False,False,False,False,False
-0.7003229121577368,0.010267219423957048,-0.7806189089817602,25,7,True,False,False,False,False,False,False
0.8767522672120204,0.6510517398689417,0.06818808312794797,643,6,True,False,False,False,False,False,False
-0.4953031388396683,1.2820532905361404,0.042466659124623475,417,9,True,False,False,False,False,False,False
-0.3533663726963902,-1.2585595033304458,-0.8320617569884091,52,10,True,False,False,False,False,False,False
0.10398542932083936,0.14233731142406839,0.5054522911844643,545,6,True,False,False,False,False,False,False
-0.5741568978081562,-0.42996642057641404,0.5311737151877888,51,0,True,False,False,False,False,False,False
-0.511073890633366,-0.36148563213191187,0.5054522911844643,312,6,True,False,False,False,False,False,False
-0.6372399049829465,-1.2536435610171084,-0.7806189089817602,39,8,True,False,False,False,False,False,False
1.9807048927708504,1.3260766545361773,-1.0121117250116807,846,9,False,False,True,False,False,False,False
-0.053722088616136345,-0.23430702502069356,0.22251662714789489,100,6,True,False,False,False,False,False,False
0.16706843649562964,1.3162936847583913,0.1967952031445704,1031,6,False,False,False,False,False,False,False
0.5613372313380689,-0.30278781346519573,0.8141093792243581,840,5,True,False,False,False,False,False,False
1.113313544117484,-1.2605405547104476,-1.397933085061548,518,8,False,False,False,False,False,False,False
4.12552713671372,-1.107681651932541,-1.2693259650449256,687,10,False,False,False,False,False,True,False
0.4351712169884884,0.21570958475746357,0.9427164992409806,36,0,True,False,False,False,False,False,False
3.305448043441446,-1.212017024612629,0.35112374716451733,687,6,False,False,False,True,False,False,False
-1.204986969556059,-0.7283469987988879,-0.8835046049950581,51,6,True,False,False,False,False,False,False
-0.511073890633366,1.2722703207583543,-0.03469761288535,1012,6,True,False,False,False,False,False,False
-0.16411735117201934,-0.5913854219098835,1.277095011284199,402,0,True,False,False,False,False,False,False
-0.11680509579092663,-0.25876444946515864,0.22251662714789489,1008,5,True,False,False,False,False,False,False
0.18283918828932721,2.5049245127593935,0.7112236832110602,76,6,False,False,False,False,False,True,False
0.4036297134010932,0.382020070979826,0.6083379871977622,432,0,True,False,False,False,False,False,False
1.1448550477048791,2.602754210537254,0.11963093113459694,298,2,False,False,False,False,True,False,False
-0.763405919332527,-0.4250749356875211,0.6083379871977622,733,0,True,False,False,False,False,False,False
0.11975618111453694,0.6217028305355836,-0.03469761288535,155,6,True,False,False,False,False,False,False
-0.33759562090269263,-0.6451917556877066,1.1999307392742256,703,0,True,False,False,False,False,False,False
0.9398352743868106,3.0870112145376623,0.09390950713127245,1009,8,False,False,False,False,True,False,False
-0.542615394220761,-0.07288802368722416,0.042466659124623475,652,7,True,False,False,False,False,False,False
0.4036297134010932,-0.14136881213172633,0.4540094431778153,429,5,True,False,False,False,False,False,False
-0.511073890633366,-0.6403002707988136,0.6340594112010868,800,5,True,False,False,False,False,False,False
0.2932344508452102,1.2967277452028194,0.4797308671811398,647,6,True,False,False,False,False,False,False
0.1986099400830248,-0.49355572413202325,0.7369451072143847,185,0,True,False,False,False,False,False,False
0.3563174580200005,0.6950751038689787,1.2256521632775499,106,0,True,False,False,False,False,False,False
-0.43222013166487805,-0.03864762946497308,-0.16330473290197245,372,5,True,False,False,False,False,False,False
-0.3533663726963902,-0.36148563213191187,-0.060419036888674484,291,6,True,False,False,False,False,False,False
-0.33759562090269263,-0.6011683916876696,-1.2693259650449256,912,6,True,False,False,False,False,False,False
-0.32182486910899505,-0.6794321499099577,0.8655522272310071,615,0,True,False,False,False,False,False,False
-0.7318644157451318,-0.7430214534655669,-0.8063403329850847,473,6,True,False,False,False,False,False,False
0.18283918828932721,0.7439899527579089,0.042466659124623475,484,7,False,False,False,False,False,False,False
-0.3533663726963902,-0.2832218739096237,0.11963093113459694,215,5,True,False,False,False,False,False,False
-0.542615394220761,0.5287646176466163,-1.6808687490981173,1026,10,True,False,False,False,False,False,False
0.4509419687821859,-0.1658262365761914,-1.0121117250116807,642,8,True,False,False,False,False,False,False
-0.653010656776644,-0.395726026354163,0.2739594751545439,635,6,True,False,False,False,False,False,False
-0.41644937987118047,-0.5816024521320975,1.1999307392742256,730,0,True,False,False,False,False,False,False
-0.11680509579092663,0.015158704312850059,0.042466659124623475,348,6,True,False,False,False,False,False,False
-0.14834659937832176,1.8445740527588368,-0.18902615690529692,915,9,True,False,False,False,False,False,False
0.0882146775271418,0.17168622075742646,0.5311737151877888,230,0,True,False,False,False,False,False,False
1.3971870764040402,-0.6207343312432415,-1.7837544451114153,160,7,True,False,False,False,False,False,False
-0.9211134372695028,-0.6696491801321717,-0.16330473290197245,1068,8,True,False,False,False,False,False,False
-0.47953238704597073,-0.48866423924313024,0.8912736512343317,433,0,True,False,False,False,False,False,False
-0.30605411731529747,-0.3761600867985909,-0.18902615690529692,623,10,True,False,False,False,False,False,False
-0.8107181747136197,-0.6256258161321345,0.11963093113459694,257,5,True,False,False,False,False,False,False
0.0882146775271418,0.9934556820914525,1.3028164352875233,257,0,True,False,False,False,False,False,False
-0.3849078762837853,0.7390984678690159,-0.39479754893189284,1029,7,True,False,False,False,False,False,False
-0.17988810296571692,-0.1658262365761914,1.174209315270901,106,0,True,False,False,False,False,False,False
-0.47953238704597073,-0.5669279974654184,0.7626665312177092,727,0,True,False,False,False,False,False,False
-0.6687814085703416,-0.1609347516872984,0.1710737791412459,25,0,True,False,False,False,False,False,False
-1.094591707000176,-0.45931532990977214,-0.11186188489532346,1012,7,True,False,False,False,False,False,False
-0.7791766711262246,0.5630050118688674,-0.36907612492856834,86,6,True,False,False,False,False,False,False
-0.984196444444293,-0.8506341210212132,-1.9123615651280377,424,10,True,False,False,False,False,False,False
-0.8264889265073173,-0.7674788779100319,1.3285378592908479,619,1,True,False,False,False,False,False,False
-0.10103434399722906,0.8369281656468761,0.8398308032276827,987,0,False,False,True,False,False,False,False
-0.22720035834680963,0.4162604652020771,0.09390950713127245,511,7,True,False,False,False,False,False,False
-0.43222013166487805,-0.5229046334653813,0.1710737791412459,328,6,True,False,False,False,False,False,False
3.573550823934305,-1.2581730760242231,0.32540232316119283,266,6,False,False,False,False,True,False,False
1.365645572816645,-0.02397317479829404,-2.246740077171256,635,9,True,False,False,False,False,False,False
0.7978985082435325,1.203789532313852,0.4540094431778153,406,6,True,False,False,False,False,False,False
-0.21142960655311205,-0.49355572413202325,-0.7806189089817602,962,5,True,False,False,False,False,False,False
-0.3691371244900878,-0.5277961183542743,-0.11186188489532346,372,5,True,False,False,False,False,False,False
-0.3533663726963902,0.9787812274247735,0.1710737791412459,198,9,True,False,False,False,False,False,False
-0.2902833655215999,-0.5864939370209905,0.6340594112010868,619,0,True,False,False,False,False,False,False
0.16706843649562964,0.07385652297956621,1.0456021952542784,185,0,False,False,True,False,False,False,False
-0.763405919332527,-0.7430214534655669,0.40256659517116633,1031,6,True,False,False,False,False,False,False
1.617977601515806,-1.2593665983371132,-1.0121117250116807,603,9,True,False,False,False,False,False,False
-0.7318644157451318,0.386911555868719,0.22251662714789489,555,7,True,False,False,False,False,False,False
-0.41644937987118047,-0.06799653879833115,-0.008976188882025506,580,6,True,False,False,False,False,False,False
-0.542615394220761,2.2065439345369198,-0.13758330889864795,730,6,True,False,False,False,False,False,False
-0.19565885475941447,0.3624541314242539,0.35112374716451733,868,5,True,False,False,False,False,False,False
-1.094591707000176,-0.6451917556877066,-0.9092260289983827,473,10,True,False,False,False,False,False,False
-0.4006786280774829,-0.7087810592433158,0.32540232316119283,39,6,True,False,False,False,False,False,False
-0.542615394220761,-0.49844720902091627,-0.18902615690529692,380,8,True,False,False,False,False,False,False
0.6401909903065568,1.0228045914248105,0.1710737791412459,944,8,False,False,False,False,True,False,False
1.002918281561601,0.5336561025355093,0.24823805115121939,115,5,True,False,False,False,False,False,False
-0.2587418619342048,1.8396825678699438,0.40256659517116633,515,6,True,False,False,False,False,False,False
0.9871475297679033,-0.23919850990958658,-3.0698256452776396,1064,6,False,False,True,False,False,False,False
-0.19565885475941447,-0.01908168990940103,0.40256659517116633,1068,6,True,False,False,False,False,False,False
0.15129768470193208,1.555976444314149,-0.08614046089199898,234,6,True,False,False,False,False,False,False
-0.022180585028741203,1.7173954456476184,0.40256659517116633,288,6,True,False,False,False,False,False,False
0.7505862528624397,0.12766285675738934,-1.037833149015005,831,8,False,False,True,False,False,False,False
0.4036297134010932,2.666343514092863,0.042466659124623475,635,8,False,False,False,False,False,False,False
-0.8107181747136197,-0.26365593435405166,0.06818808312794797,1015,9,True,False,False,False,False,False,False
-0.7318644157451318,-0.7528044232433528,0.2739594751545439,827,6,True,False,False,False,False,False,False
0.3247759544326054,-0.33213672279855383,0.8912736512343317,91,0,True,False,False,False,False,False,False
0.27746369905151264,-0.806610757021176,1.122766467264252,306,0,False,False,True,False,False,False,False
